fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Kalib Starnes,Kalib,Starnes,,190.5,185.0,188.0,Orthodox,1975-01-06,http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano Staropoli,Laureano,Staropoli,Pepi,185.4,185.0,180.3,Orthodox,1993-02-27,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian Stasiak,Damian,Stasiak,Webster,165.1,135.0,177.8,Orthodox,1990-02-20,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Adam Steele,Adam,Steele,,,170.0,,,,http://ufcstats.com/fighter-details/16044bd8762cf794
Dominique Steele,Dominique,Steele,Non-Stop Action-Packed,177.8,170.0,188.0,Orthodox,1988-01-27,http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky Steele,Ricky,Steele,The Karate Kid,175.3,135.0,188.0,Orthodox,1988-05-26,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Kody Steele,Kody,Steele,,175.3,155.0,180.3,Orthodox,1995-04-21,http://ufcstats.com/fighter-details/aebaa8cec15b083d
Eric Steenberg,Eric,Steenberg,,,155.0,,,1983-06-22,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
Steve Steinbeiss,Steve,Steinbeiss,The Hooligan,190.5,185.0,190.5,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Ray Steinbeiss,Ray,Steinbeiss,Ipswitch Cobra,180.3,170.0,,Orthodox,1979-09-12,http://ufcstats.com/fighter-details/6000b5ae6c462142
Dmitri Stepanov,Dmitri,Stepanov,,190.5,217.0,,Orthodox,,http://ufcstats.com/fighter-details/738acab0c6934dd8
Jeremy Stephens,Jeremy,Stephens,Lil' Heathen,175.3,155.0,180.3,Orthodox,1986-05-25,http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain Sterling,Aljamain,Sterling,Funk Master,170.2,145.0,180.3,Orthodox,1989-07-31,http://ufcstats.com/fighter-details/cb696ebfb6598724
Marc Stevens,Marc,Stevens,,175.3,155.0,,,,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Joe Stevenson,Joe,Stevenson,Daddy,170.2,145.0,177.8,Orthodox,1982-06-15,http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia Stevenson,Maia,Stevenson,,162.6,115.0,157.5,Orthodox,1982-03-19,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Gable Steveson,Gable,Steveson,,,249.0,,,2000-05-31,http://ufcstats.com/fighter-details/f7e856a73c96048e
Luke Stewart,Luke,Stewart,,180.3,170.0,,Orthodox,,http://ufcstats.com/fighter-details/27b1a406ac171b19
Darren Stewart,Darren,Stewart,The Dentist,182.9,205.0,188.0,Orthodox,1990-12-30,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle Stewart,Kyle,Stewart,Gunz Up,182.9,170.0,193.0,Orthodox,1989-01-31,http://ufcstats.com/fighter-details/bb61823f76361297
Alex Stiebling,Alex,Stiebling,The Brazilian Killa,188.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/df5a77121ba84a5d
Tyler Stinson,Tyler,Stinson,The Evolution,190.5,170.0,,,1986-01-17,http://ufcstats.com/fighter-details/2cf520143e76cd2e
Navajo Stirling,Navajo,Stirling,,193.0,205.0,200.7,Orthodox,1997-11-07,http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Dan Stittgen,Dan,Stittgen,The Anvil,185.4,170.0,,Orthodox,1980-11-17,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
Lazar Stojadinovic,Lazar,Stojadinovic,The Bronx Bomber,170.2,145.0,172.7,Southpaw,1989-03-22,http://ufcstats.com/fighter-details/4d25497994da569c
Denis Stojnic,Denis,Stojnic,,182.9,245.0,,Orthodox,1980-02-02,http://ufcstats.com/fighter-details/a421465acbe59c77
Julija Stoliarenko,Julija,Stoliarenko,,170.2,125.0,167.6,Orthodox,1993-04-08,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin Stoltzfus,Dustin,Stoltzfus,,182.9,185.0,190.5,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas Stolze,Niklas,Stolze,Green Mask,185.4,155.0,188.0,Switch,1992-12-28,http://ufcstats.com/fighter-details/62f7097c04311193
Ken Stone,Ken,Stone,,172.7,135.0,180.3,Southpaw,1982-10-08,http://ufcstats.com/fighter-details/fbf0947399d14323
Ryan Stonitsch,Ryan,Stonitsch,,175.3,170.0,,Southpaw,1977-02-03,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
George Stork,George,Stork,,177.8,185.0,,,,http://ufcstats.com/fighter-details/61dd409cb40d1a55
Rick Story,Rick,Story,The Horror,175.3,170.0,180.3,Southpaw,1984-08-28,http://ufcstats.com/fighter-details/5b5307450405abf0
Darko Stosic,Darko,Stosic,,182.9,205.0,193.0,Orthodox,1992-02-09,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Greg Stott,Greg,Stott,Ranger,170.2,220.0,,Southpaw,,http://ufcstats.com/fighter-details/91181b29be041f1c
Curtis Stout,Curtis,Stout,,185.4,185.0,,Southpaw,1973-11-07,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Sam Stout,Sam,Stout,Hands of Stone,175.3,155.0,177.8,Orthodox,1984-04-23,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Tim Stout,Tim,Stout,,180.3,185.0,,,1979-02-09,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Jesse Strader,Jesse,Strader,Sui Generis,170.2,135.0,177.8,Orthodox,1991-05-29,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Gennaro Strangis,Gennaro,Strangis,,,,,,,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave Strasser,Dave,Strasser,,177.8,170.0,,Orthodox,1969-07-13,http://ufcstats.com/fighter-details/980b4e712489098e
Daniel Straus,Daniel,Straus,,170.2,145.0,180.3,,1984-07-27,http://ufcstats.com/fighter-details/15347cd4cdf01b03
Gerald Strebendt,Gerald,Strebendt,The Finishing Machine,175.3,155.0,,Orthodox,1979-03-01,http://ufcstats.com/fighter-details/04f9fe830cf13482
Sean Strickland,Sean,Strickland,,185.4,185.0,193.0,Orthodox,1991-02-27,http://ufcstats.com/fighter-details/0d8011111be000b2
Mark Striegl,Mark,Striegl,Mugen,172.7,145.0,177.8,Southpaw,1988-06-23,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Hans Stringer,Hans,Stringer,,190.5,205.0,,Orthodox,1987-07-06,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Stefan Struve,Stefan,Struve,Skyscraper,210.8,265.0,213.4,Orthodox,1988-02-18,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Josh Stuart,Josh,Stuart,,175.3,160.0,,,,http://ufcstats.com/fighter-details/601cf40c09090853
Mike Stumpf,Mike,Stumpf,,177.8,170.0,,,1986-08-01,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Kyle Sturgeon,Kyle,Sturgeon,,190.5,225.0,,Switch,,http://ufcstats.com/fighter-details/d30415ec5e8783cd
Tatiana Suarez,Tatiana,Suarez,,165.1,115.0,167.6,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/b08012bbe542592a
Masanori Suda,Masanori,Suda,,175.3,183.0,,Orthodox,,http://ufcstats.com/fighter-details/3a7513372f79c8c8
Genki Sudo,Genki,Sudo,Neo-Samurai,175.3,155.0,,Orthodox,1978-03-08,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Lucasz Sudolski,Lucasz,Sudolski,,193.0,205.0,190.5,Orthodox,1993-06-15,http://ufcstats.com/fighter-details/b160e4f251283d70
Daisuke Sugie,Daisuke,Sugie,Amazon,167.6,160.0,,Orthodox,,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
Takashi Sugiura,Takashi,Sugiura,,180.3,225.0,,Southpaw,1970-05-31,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Naho Sugiyuma,Naho,Sugiyuma,Sugi Rock,154.9,105.0,,,1978-02-03,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
Sulangrangbo,,Sulangrangbo,,175.3,135.0,167.6,Southpaw,2005-07-17,http://ufcstats.com/fighter-details/1dd1a3aacde66f72
George Sullivan,George,Sullivan,The Silencer,182.9,170.0,185.4,Orthodox,1981-03-13,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Amar Suloev,Amar,Suloev,,175.3,183.0,,Orthodox,1976-07-01,http://ufcstats.com/fighter-details/7aa88401f93ce836
Magomed Sultanakhmedov,Magomed,Sultanakhmedov,,188.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Justin Sumter,Justin,Sumter,,188.0,185.0,203.2,Southpaw,1989-11-16,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
Sumudaerji,,Sumudaerji,The Tibetan Eagle,172.7,125.0,182.9,Southpaw,1996-01-20,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama Supandhi,Rama,Supandhi,Hellboy,165.1,125.0,167.6,Southpaw,1991-11-07,http://ufcstats.com/fighter-details/6d537248fe7cccf1
Aji Susilo,Aji,Susilo,,177.8,155.0,,,,http://ufcstats.com/fighter-details/22af3546bd967280
Baisangur Susurkaev,Baisangur,Susurkaev,The Real Hunter,188.0,185.0,200.7,Orthodox,2001-01-08,http://ufcstats.com/fighter-details/d1feea7a4bdcd503
Louie Sutherland,Louie,Sutherland,Vanilla Gorilla,190.5,264.0,193.0,Orthodox,1994-02-08,http://ufcstats.com/fighter-details/cdb7b38b1b357f26
Jason Suttie,Jason,Suttie,Nobunaga,182.9,210.0,,Orthodox,1973-08-07,http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel Sutton,Joel,Sutton,,180.3,205.0,,Orthodox,,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad Sutton,Chad,Sutton,,185.4,185.0,,,1982-08-07,http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo Suzart,Danilo,Suzart,,182.9,260.0,,Orthodox,1991-12-04,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Takaya Suzuki,Takaya,Suzuki,,,125.0,,,2004-09-04,http://ufcstats.com/fighter-details/81d59c1e07478361
Martin Svensson,Martin,Svensson,,185.4,155.0,,,1985-04-25,http://ufcstats.com/fighter-details/bcad7223af3c19da
Daniel Swain,Daniel,Swain,,175.3,145.0,177.8,Orthodox,1991-01-30,http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub Swanson,Cub,Swanson,,172.7,145.0,177.8,Orthodox,1983-11-02,http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike Swick,Mike,Swick,Quick,185.4,170.0,195.6,Orthodox,1979-06-19,http://ufcstats.com/fighter-details/9fe85152f351e737
Floyd Sword,Floyd,Sword,,182.9,185.0,,Orthodox,1976-08-24,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Oumar Sy,Oumar,Sy,,193.0,205.0,210.8,Orthodox,1995-11-21,http://ufcstats.com/fighter-details/46e2011d92463b7e
Klaudia Sygula,Klaudia,Sygula,,172.7,135.0,175.3,Orthodox,1998-12-30,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Bentley Syler,Bentley,Syler,Bolivia,162.6,125.0,,Orthodox,1982-12-22,http://ufcstats.com/fighter-details/abd2109bc4cb0291
Kevin Syler,Kevin,Syler,El Nino Bala,175.3,155.0,180.3,Switch,1993-07-29,http://ufcstats.com/fighter-details/9094a881a7513de3
Leo Sylvest,Leo,Sylvest,Lethal,180.3,205.0,,Orthodox,1973-09-03,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony Sylvester,Tony,Sylvester,,185.4,225.0,,Southpaw,1978-01-27,http://ufcstats.com/fighter-details/87b7df65c30008c4
Tim Sylvia,Tim,Sylvia,The Maine-iac,203.2,265.0,203.2,Orthodox,1976-03-05,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin Szaflarski,Kevin,Szaflarski,,195.6,260.0,195.6,Orthodox,1994-12-30,http://ufcstats.com/fighter-details/d2d05dda5f887f87
Sebastian Szalay,Sebastian,Szalay,Seb,167.6,145.0,167.6,Orthodox,1994-02-03,http://ufcstats.com/fighter-details/f201f21cf2c79eb2
Bartosz Szewczyk,Bartosz,Szewczyk,,193.0,205.0,185.4,Orthodox,1997-09-18,http://ufcstats.com/fighter-details/224050896306f00c
Osamu Tachihikari,Osamu,Tachihikari,,195.6,300.0,,Orthodox,,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber Tackett,Amber,Tackett,,,115.0,,,,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio Tadeu,Eugenio,Tadeu,,172.7,160.0,,Orthodox,,http://ufcstats.com/fighter-details/f70144caea5c4c80
Albert Tadevosyan,Albert,Tadevosyan,Albeezy,,170.0,,,1992-04-12,http://ufcstats.com/fighter-details/6751b11102b6adfe
Justin Tafa,Justin,Tafa,Bad Man,182.9,264.0,188.0,Southpaw,1993-12-13,http://ufcstats.com/fighter-details/e13abac8089a801a
Junior Tafa,Junior,Tafa,The Juggernaut,190.5,205.0,190.5,Orthodox,1996-09-21,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid Taha,Khalid,Taha,The Warrior,165.1,135.0,175.3,Orthodox,1992-02-15,http://ufcstats.com/fighter-details/b4537562f88ac582
Joe Taimanglo,Joe,Taimanglo,The Juggernaut,162.6,135.0,,,1984-06-27,http://ufcstats.com/fighter-details/9bf126927843e184
Tatsuro Taira,Tatsuro,Taira,The Best,170.2,125.0,177.8,Orthodox,2000-01-27,http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek Taisumov,Mairbek,Taisumov,Beckan,175.3,155.0,185.4,Orthodox,1988-08-08,http://ufcstats.com/fighter-details/8f5c8850b2484173
Taiyilake Nueraji,Taiyilake,Nueraji,Super Saiyan,188.0,170.0,190.5,Southpaw,2001-01-12,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Ryo Tajima,Ryo,Tajima,,,135.0,,,1999-08-14,http://ufcstats.com/fighter-details/34fbfc3f65b64645
Nobuhiko Takada,Nobuhiko,Takada,,182.9,220.0,,Southpaw,1962-04-12,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki Takahashi,Yoshiki,Takahashi,Kazuo,180.3,199.0,,Southpaw,1969-03-13,http://ufcstats.com/fighter-details/6420efac0578988b
Yoko Takahashi,Yoko,Takahashi,,172.7,150.0,,,1973-04-20,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,Daiju,Takase,,182.9,170.0,,Southpaw,1978-04-20,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki Takaya,Hiroyuki,Takaya,Streetfight Bancho,167.6,139.0,,Orthodox,1977-06-10,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro Takayama,Yoshihiro,Takayama,,195.6,280.0,,Orthodox,1968-09-19,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto Takimoto,Makoto,Takimoto,,170.2,205.0,,Southpaw,1979-12-08,http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg Taktarov,Oleg,Taktarov,The Russian Bear,182.9,210.0,,Orthodox,1967-08-26,http://ufcstats.com/fighter-details/1dc56b59cb28425d
Payton Talbott,Payton,Talbott,,177.8,135.0,177.8,Switch,1998-09-09,http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine Taleb,Nordine,Taleb,,185.4,170.0,188.0,Orthodox,1981-06-10,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza Talha,Murtaza,Talha,,182.9,205.0,188.0,Orthodox,1996-07-10,http://ufcstats.com/fighter-details/6aab5c20395ee722
Tsuyoshi Tamakairiki,Tsuyoshi,Tamakairiki,,182.9,220.0,,Orthodox,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli Tamez,Eli,Tamez,Tomahawk,170.2,135.0,,,1985-08-22,http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi Tamura,Kiyoshi,Tamura,,180.3,185.0,,Southpaw,1969-12-17,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Akitoshi Tamura,Akitoshi,Tamura,The Ironman,175.3,135.0,177.8,Orthodox,1980-05-31,http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei Tamura,Issei,Tamura,,165.1,135.0,160.0,Orthodox,1984-03-12,http://ufcstats.com/fighter-details/57bf89d42364d39e
Jason Tan,Jason,Tan,,177.8,170.0,,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito Tanaka,Akihito,Tanaka,Kinniku Mantaro,,,,Southpaw,,http://ufcstats.com/fighter-details/1bf49bf829964144
Michinori Tanaka,Michinori,Tanaka,,165.1,135.0,170.2,Orthodox,1990-10-04,http://ufcstats.com/fighter-details/64788ee44b062ded
Evan Tanner,Evan,Tanner,,182.9,185.0,188.0,Orthodox,1971-02-11,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Kasey Tanner,Kasey,Tanner,,170.2,135.0,175.3,Orthodox,1992-01-11,http://ufcstats.com/fighter-details/078b732efa497f49
Otari Tanzilovi,Otari,Tanzilovi,,177.8,135.0,177.8,Orthodox,1998-04-09,http://ufcstats.com/fighter-details/b9124c308671e303
Manny Tapia,Manny,Tapia,The Mangler,165.1,135.0,170.2,Orthodox,1981-03-14,http://ufcstats.com/fighter-details/0eec866a077889f0
Gary Tapusoa,Gary,Tapusoa,,170.2,185.0,,,,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Regina Tarin,Regina,Tarin,Kill Bill,,135.0,,,2004-10-19,http://ufcstats.com/fighter-details/9f5609dba6584ab2
Miesha Tate,Miesha,Tate,Cupcake,167.6,135.0,165.1,Orthodox,1986-08-18,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Aaron Tau,Aaron,Tau,Tauzemup,162.6,125.0,167.6,Switch,1993-08-21,http://ufcstats.com/fighter-details/7abf7f8778472b7b
Deividas Taurosevicius,Deividas,Taurosevicius,,175.3,145.0,172.7,Southpaw,1977-08-28,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago Tavares,Thiago,Tavares,,170.2,145.0,177.8,Orthodox,1984-11-08,http://ufcstats.com/fighter-details/8a59d346dc976a10
Jeremy Tavares,Jeremy,Tavares,,,135.0,,,,http://ufcstats.com/fighter-details/681d07e328798ec0
Brad Tavares,Brad,Tavares,,185.4,185.0,188.0,Orthodox,1987-12-21,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Ramon Taveras,Ramon,Taveras,The Savage,172.7,145.0,177.8,Southpaw,1994-01-09,http://ufcstats.com/fighter-details/c5ccd878231c5407
Paul Taylor,Paul,Taylor,Relentless,182.9,155.0,182.9,Orthodox,1979-12-15,http://ufcstats.com/fighter-details/9b74de674c355425
Jesse Taylor,Jesse,Taylor,JT Money,182.9,170.0,185.4,Orthodox,1983-01-02,http://ufcstats.com/fighter-details/dd992d569aaebee6
Torrance Taylor,Torrance,Taylor,,170.2,155.0,,,,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis Taylor,Louis,Taylor,Handgunz,180.3,185.0,,Orthodox,1979-05-12,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony Taylor,Anthony,Taylor,Pretty Boy,170.2,145.0,,,,http://ufcstats.com/fighter-details/637a4d8825464c62
Danielle Taylor,Danielle,Taylor,Dynamite,152.4,115.0,152.4,Orthodox,1989-10-25,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
J.T Taylor,J.T,Taylor,The Outlaw,177.8,,,,,http://ufcstats.com/fighter-details/17c6e35e4da505b0
James Te Huna,James,Te Huna,,188.0,185.0,190.5,Orthodox,1981-09-29,http://ufcstats.com/fighter-details/f5431394fb284bb9
Cam Teague,Cam,Teague,Chaos,177.8,145.0,175.3,Orthodox,1998-02-13,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Shawn Teed,Shawn,Teed,,195.6,265.0,,Orthodox,1992-02-13,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Glover Teixeira,Glover,Teixeira,,188.0,205.0,193.0,Orthodox,1979-10-28,http://ufcstats.com/fighter-details/7ff97850e8c32bda
John Teixeira,John,Teixeira,Macapa,170.2,145.0,,Orthodox,1986-11-18,http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton Teixeira,Ewerton,Teixeira,,185.4,242.0,,,1982-02-13,http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tallison Teixeira,Tallison,Teixeira,Xicao,200.7,258.0,210.8,Orthodox,1999-12-07,http://ufcstats.com/fighter-details/17923f676f100e16
Tra Telligman,Tra,Telligman,Trauma,188.0,233.0,,Orthodox,1965-02-07,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Ramazan Temirov,Ramazan,Temirov,Temurlan,162.6,125.0,160.0,Orthodox,1997-01-31,http://ufcstats.com/fighter-details/7d0a1968b38ca439
Taneisha Tennant,Taneisha,Tennant,Triple Threat,170.2,145.0,177.8,Orthodox,1989-06-15,http://ufcstats.com/fighter-details/87911d22a79d3203
Herman Terrado,Herman,Terrado,,,170.0,,,,http://ufcstats.com/fighter-details/61d6368013f8637f
Dave Terrel,Dave,Terrel,The Bionic,172.7,170.0,,Southpaw,1978-05-10,http://ufcstats.com/fighter-details/b9aa0024f295609e
David Terrell,David,Terrell,The Soul Assassin,185.4,185.0,,Southpaw,1978-01-09,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
James Terry,James,Terry,Intensity,177.8,170.0,,Orthodox,1981-03-16,http://ufcstats.com/fighter-details/5befa793316d3469
Jeff Terry,Jeff,Terry,,188.0,205.0,,,,http://ufcstats.com/fighter-details/60f86c449cd31e23
David Teymur,David,Teymur,,175.3,155.0,185.4,Southpaw,1989-05-01,http://ufcstats.com/fighter-details/2747c60e42d9d75f
Daniel Teymur,Daniel,Teymur,Kid Dynamite,165.1,145.0,175.3,Orthodox,1988-02-03,http://ufcstats.com/fighter-details/fbf0537e420e698e
Motonobu Tezuka,Motonobu,Tezuka,,170.2,135.0,,Southpaw,1987-08-29,http://ufcstats.com/fighter-details/d34636a85f0f4c90
Jason Thacker,Jason,Thacker,,177.8,185.0,,Orthodox,1975-08-18,http://ufcstats.com/fighter-details/f0264252e191da22
Alexia Thainara,Alexia,Thainara,Burguesinha,162.6,115.0,170.2,Orthodox,1995-11-20,http://ufcstats.com/fighter-details/545092d13c67aa49
Brandon Thatch,Brandon,Thatch,Rukus,188.0,170.0,188.0,Switch,1985-07-11,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Elias Theodorou,Elias,Theodorou,The Spartan,185.4,185.0,190.5,Orthodox,1988-05-31,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Nik Theotikos,Nik,Theotikos,,,185.0,,Orthodox,,http://ufcstats.com/fighter-details/ca936c67687789e9
Paulo Thiago,Paulo,Thiago,,180.3,170.0,188.0,Orthodox,1981-01-25,http://ufcstats.com/fighter-details/30a09e43f15f1d75
Colby Thicknesse,Colby,Thicknesse,Slickness,170.2,135.0,175.3,Orthodox,1999-06-23,http://ufcstats.com/fighter-details/ed7d329d7c29428d
Din Thomas,Din,Thomas,Dinyero,175.3,155.0,,Orthodox,1976-09-28,http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Thomas,Ryan,Thomas,The Tank Engine,182.9,170.0,,Orthodox,1984-11-05,http://ufcstats.com/fighter-details/b732b326c362fb62
Noah Thomas,Noah,Thomas,,175.3,135.0,,Orthodox,1981-03-27,http://ufcstats.com/fighter-details/319c15b8aac5bfde
Joel Thomas,Joel,Thomas,The NIce Guy,177.8,170.0,,,,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
Treston Thomison,Treston,Thomison,,172.7,145.0,,,,http://ufcstats.com/fighter-details/ed5f04f833459877
Nick Thompson,Nick,Thompson,The Goat,185.4,170.0,188.0,Orthodox,1981-06-23,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
James Thompson,James,Thompson,The Colossus,195.6,265.0,,Orthodox,1978-12-16,http://ufcstats.com/fighter-details/9e30f69cc0869301
Oli Thompson,Oli,Thompson,,185.4,242.0,190.5,Orthodox,1980-01-02,http://ufcstats.com/fighter-details/dcdd511ff757f15c
Stephen Thompson,Stephen,Thompson,Wonderboy,182.9,170.0,190.5,Orthodox,1983-02-11,http://ufcstats.com/fighter-details/4a28cb716c19157a
Josh Thomson,Josh,Thomson,The Punk,177.8,155.0,180.3,Orthodox,1978-09-21,http://ufcstats.com/fighter-details/a566371ba2ad7152
Isaac Thomson,Isaac,Thomson,,,145.0,,,2002-05-03,http://ufcstats.com/fighter-details/5d8006587d6a6711
Simeon Thoresen,Simeon,Thoresen,The Grin,185.4,170.0,200.7,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Josh Thornburg,Josh,Thornburg,,182.9,170.0,,,1984-05-24,http://ufcstats.com/fighter-details/083e15da67d9b0fa
Ti Haitao,Ti,Haitao,,,135.0,,,,http://ufcstats.com/fighter-details/3848cd6cac73e091
Gleison Tibau,Gleison,Tibau,,177.8,155.0,180.3,Southpaw,1983-10-07,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Chris Tickle,Chris,Tickle,BadBoy,175.3,155.0,,,1982-02-01,http://ufcstats.com/fighter-details/1d1b85389a05df69
Nolan Ticman,Nolan,Ticman,,167.6,125.0,,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/9eb069062a0cfc13
Darren Till,Darren,Till,The Gorilla,182.9,185.0,188.0,Southpaw,1992-12-24,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Brett Tillis,Brett,Tillis,,,145.0,,,,http://ufcstats.com/fighter-details/7b461ccae8270207
Rio Tirto,Rio,Tirto,,162.6,125.0,167.6,Switch,2000-02-09,http://ufcstats.com/fighter-details/c830bc2eb134b646
Denis Tiuliulin,Denis,Tiuliulin,,185.4,185.0,195.6,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/0112352cb32f5026
